administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
0.0,0.0,0,0.0,17.0,305.0,0.0308,0.075,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
0.0,0.0,0,0.0,21.0,2036.0,0.0,0.01,104.2,Nov,Windows,Google Chrome,Oceania,Youtube channel,New_Visitor,False,True
5.0,91.5,0,0.0,146.0,11509.0,0.0036,0.021,16.8,May,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,False,True
0.0,0.0,0,0.0,3.0,642.0,0.0,0.033,0.0,Dec,MACOS,Safari,North America,Facebook ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,80.0,1427.0,0.008,0.01,0.0,Nov,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,True,False
0.0,0.0,0,0.0,99.0,3554.0,0.015,0.036,0.0,Nov,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,21.0,410.0,0.0587,0.063,0.0,May,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,11.0,294.0,0.0,0.02,0.0,Mar,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,True,False
4.0,31.5,2,40.5,50.0,2023.0,0.0071,0.011,8.1,May,Windows,Mozilla Firefox,South America,Youtube ads,Returning_Visitor,False,False
0.0,0.0,1,4.0,8.0,194.0,0.0152,0.08,0.0,May,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
,0.0,0,0.0,12.0,278.0,0.0,0.047,0.0,Nov,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,False,False
2.0,,1,58.8,53.0,1199.0,0.0053,0.03,10.9,Oct,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,True,True
0.0,0.0,0,,1.0,0.0,0.2,0.2,0.0,Dec,MACOS,Samsung Internet,Eastern Europe,Facebook ads,Returning_Visitor,False,False
1.0,172.5,0,0.0,6.0,147.0,0.0,0.007,0.0,May,Windows,Mozilla Firefox,North America,Instagram Page,New_Visitor,False,False
7.0,110.3,0,0.0,6.0,122.0,0.0,0.017,0.0,Sep,Android,Google Chrome,Africa,Instagram Page,New_Visitor,False,False
0.0,0.0,0,0.0,15.0,257.0,0.0379,0.076,0.0,Nov,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,True,False
8.0,357.3333333,0,0.0,14.0,210.0,0.0,0.008,0.0,Dec,Windows,Google Chrome,South America,Google search,New_Visitor,False,False
3.0,88.5,0,0.0,16.0,263.0,0.0,0.014,0.0,Nov,MACOS,Samsung Internet,North America,Facebook ads,New_Visitor,False,False
1.0,31.5,0,0.0,3.0,51.0,0.0,0.013,0.0,Dec,Windows,Google Chrome,Western Europe,Google search,New_Visitor,False,False
3.0,85.5,0,0.0,8.0,741.0,0.0,0.014,26.0,Nov,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,True
0.0,0.0,0,0.0,10.0,743.0,0.0,0.025,30.3,Sep,Windows,Google Chrome,North America,Youtube channel,New_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Mar,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,False,False
1.0,50.0,0,,15.0,380.0,0.0,0.022,75.5,Sep,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,5.0,,0.0367,0.15,0.0,Dec,MACOS,Samsung Internet,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,6.0,264.0,0.0,0.05,0.0,Dec,MACOS,Safari,North America,Google search,New_Visitor,False,False
3.0,196.0,2,92.0,38.0,2092.0,0.0095,0.041,18.1,Dec,Windows,Microsoft Edge,Western Europe,Affiliate marketing,Returning_Visitor,False,False
3.0,25.2,0,0.0,24.0,387.0,0.0,0.006,0.0,Oct,MACOS,Safari,Western Europe,Google search,New_Visitor,True,True
8.0,740.8238333,7,88.73333333,,791.0,0.0225,0.05,0.0,May,Android,Google Chrome,Africa,Instagram ads,Returning_Visitor,False,False
6.0,27.66666667,0,0.0,29.0,1487.0,0.015,0.04,0.0,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,1,261.5,46.0,1027.0,0.0071,0.015,0.0,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Nov,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,11.0,312.0,0.0325,0.041,0.0,Mar,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
1.0,,0,,5.0,137.0,0.0,0.013,0.0,Mar,Android,Android,Eastern Europe,Google search,New_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,May,iOS,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
18.0,269.1666669,6,234.0,109.0,4267.0,0.0072,0.019,38.2,Nov,Android,Google Chrome,Asia,Google search,New_Visitor,False,True
14.0,494.13,0,0.0,33.0,3057.0,0.0175,0.03,0.0,May,Android,Android,North America,Instagram Page,Returning_Visitor,False,False
3.0,53.0,0,0.0,115.0,3380.0,0.0027,0.006,26.7,Nov,MACOS,Google Chrome,North America,Youtube channel,Returning_Visitor,False,True
2.0,73.0,0,0.0,122.0,3296.0,0.0,0.009,0.0,Dec,Windows,Mozilla Firefox,North America,Youtube channel,New_Visitor,False,True
1.0,46.0,0,0.0,44.0,1319.0,0.0077,0.019,6.0,May,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,True,True
0.0,0.0,0,0.0,3.0,724.0,0.0,0.05,0.0,May,MACOS,Safari,Eastern Europe,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,25.0,921.0,0.0,0.013,0.0,Mar,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,7.0,67.0,0.0233,0.046,0.0,Nov,Windows,Microsoft Edge,Western Europe,Instagram ads,Returning_Visitor,False,False
5.0,121.6,0,0.0,33.0,838.0,0.0,0.018,0.0,Sep,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.5,7.0,113.0,0.0286,0.079,0.0,May,Android,Google Chrome,South America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,2.0,59.0,0.0,0.067,0.0,Dec,Android,Google Chrome,South America,Facebook ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,10.0,212.0,0.0333,0.055,0.0,Feb,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
2.0,39.4,0,0.0,13.0,1098.0,0.0,0.015,13.3,Jul,MACOS,Safari,Asia,Google search,Returning_Visitor,True,False
1.0,8.0,0,0.0,16.0,323.0,0.0428,0.041,0.0,Aug,iOS,Mozilla Firefox,Western Europe,Bing search,Returning_Visitor,False,False
3.0,56.0,0,0.0,55.0,4037.0,0.0,0.006,0.0,Mar,Windows,Microsoft Edge,Western Europe,Instagram ads,Returning_Visitor,True,False
1.0,39.0,1,0.0,22.0,1917.0,0.0057,0.032,0.0,Aug,iOS,Safari,North America,Affiliate marketing,Returning_Visitor,False,False
0.0,0.0,0,0.0,5.0,128.0,0.0,0.04,0.0,May,Android,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
4.0,331.5,0,0.0,30.0,1111.0,0.0,0.01,14.4,May,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,20.0,158.0,0.0,0.06,0.0,Aug,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,False,False
,49.5,1,32.5,227.0,1869.0,0.0073,0.014,0.0,Nov,Windows,Google Chrome,Western Europe,Direct Traffic,Returning_Visitor,False,False
3.0,140.75,0,0.0,20.0,1672.0,0.0032,0.025,57.8,May,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,6.0,51.0,0.0,0.1,0.0,Mar,MACOS,Safari,Eastern Europe,Facebook ads,Returning_Visitor,False,False
7.0,290.5,0,0.0,25.0,507.0,0.0074,0.05,0.0,Dec,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,40.0,1727.0,0.0,0.03,0.0,Nov,MACOS,Safari,North America,Twitter,Returning_Visitor,False,True
0.0,0.0,0,0.0,13.0,226.0,0.0,0.029,0.0,Nov,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
,189.0,0,0.0,42.0,1083.0,0.0091,0.017,0.0,Nov,Windows,Microsoft Edge,Northern Africa,Facebook ads,Returning_Visitor,True,False
3.0,69.0,4,189.0,472.0,4444.0,0.0019,0.001,0.0,Nov,Windows,Google Chrome,North America,Newsletter,Returning_Visitor,False,False
0.0,,0,0.0,17.0,179.0,0.0304,0.062,0.0,May,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,12.0,428.0,0.0608,0.114,0.0,May,Android,Google Chrome,Western Europe,Bing search,Returning_Visitor,True,False
8.0,198.1666667,5,491.0,54.0,4633.0,0.0262,0.043,22.5,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,True
0.0,0.0,0,0.0,3.0,158.0,0.0,0.025,0.0,Dec,Android,Google Chrome,Africa,Google search,Returning_Visitor,False,False
0.0,,0,0.0,4.0,18.0,0.0,0.067,0.0,Mar,MACOS,Safari,North America,Google search,New_Visitor,False,False
7.0,87.33333333,2,111.08,50.0,1997.0,0.0,0.011,75.2,May,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,15.0,392.0,0.0,0.007,0.0,May,Windows,Mozilla Firefox,North America,Bing search,Returning_Visitor,False,False
,48.0,2,122.0,38.0,665.0,0.0175,0.049,0.0,May,Windows,Google Chrome,Asia,Bing search,Returning_Visitor,False,False
0.0,0.0,0,0.0,7.0,575.0,0.0,0.038,0.0,May,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,23.0,951.0,0.05,0.117,0.0,May,Android,Google Chrome,South America,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,68.0,1954.0,0.0063,0.014,29.8,May,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,True,False
0.0,0.0,0,0.0,27.0,1317.0,0.0,0.028,0.0,Nov,Windows,Google Chrome,North America,Google search,New_Visitor,False,True
0.0,0.0,1,8.0,6.0,345.0,0.02,0.044,0.0,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
1.0,82.0,1,61.5,26.0,1026.0,0.0,0.018,0.0,Mar,MACOS,Safari,Eastern Europe,Instagram ads,Returning_Visitor,False,False
1.0,5.0,0,0.0,55.0,2560.0,0.0103,0.021,6.1,Jul,Windows,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,17.0,966.0,0.01,0.049,0.0,Nov,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
5.0,36.0,2,172.5,57.0,1507.0,0.0045,0.016,18.2,Nov,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,126.0,3309.0,0.0034,0.018,0.0,Nov,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
6.0,76.0,3,116.95,17.0,436.0,0.0,0.018,0.0,Mar,Windows,Google Chrome,Western Europe,Youtube channel,New_Visitor,False,False
0.0,0.0,0,0.0,5.0,116.0,0.0,0.075,0.0,Dec,Windows,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,True,False
4.0,89.5,1,4.0,62.0,2580.0,0.0,0.013,52.7,May,MACOS,Google Chrome,Western Europe,Google search,Returning_Visitor,False,True
0.0,0.0,0,0.0,4.0,56.0,0.04,0.067,0.0,May,Windows,Google Chrome,South America,Instagram ads,Returning_Visitor,False,False
1.0,42.5,0,0.0,12.0,780.0,0.0,0.015,0.0,Dec,Windows,Microsoft Edge,North America,Youtube channel,New_Visitor,False,False
2.0,28.0,0,0.0,35.0,5449.0,0.0121,0.021,0.0,Dec,Windows,Google Chrome,South America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,,152.0,0.12,0.133,0.0,May,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,,845.0,0.0096,0.038,0.0,Nov,iOS,Safari,South America,Google search,Returning_Visitor,True,False
0.0,0.0,1,57.4,34.0,1824.0,0.0244,0.045,0.0,Nov,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,False,False
4.0,56.0,0,0.0,3.0,20.0,0.1,0.125,0.0,May,Android,Google Chrome,Africa,Google search,Returning_Visitor,False,False
0.0,0.0,0,,,25.0,0.0,0.1,0.0,May,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,False,False
11.0,752.5333333,5,473.0,186.0,4548.0,0.0041,0.016,10.7,May,Windows,Internet Explorer,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,2.0,42.0,0.0,0.1,0.0,May,MACOS,Safari,Western Europe,Yandex search,Returning_Visitor,True,False
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Jul,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,False
3.0,93.0,0,0.0,25.0,571.0,0.0,0.011,0.0,Dec,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
4.0,76.4,0,0.0,19.0,393.0,0.0,0.013,45.3,Nov,Windows,Microsoft Edge,Western Europe,Google search,New_Visitor,False,False
9.0,108.7333333,0,0.0,41.0,351.0,0.0,0.027,0.0,Aug,iOS,Google Chrome,Western Europe,Bing search,Returning_Visitor,True,False
6.0,71.5,0,0.0,21.0,1937.0,0.017,0.029,9.4,Nov,iOS,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,True
0.0,0.0,0,0.0,18.0,1024.0,0.0,0.025,0.0,Feb,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,2.0,24.0,0.0,0.1,0.0,May,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,3.0,921.0,0.0,0.05,0.0,Sep,Android,Google Chrome,Africa,Bing search,Returning_Visitor,False,False
1.0,139.0,0,0.0,5.0,94.0,0.0,0.04,0.0,May,MACOS,Safari,North America,Bing search,New_Visitor,False,False
0.0,0.0,0,0.0,4.0,26.0,0.0,0.067,0.0,May,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,130.0,2514.0,0.0034,0.009,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
3.0,87.66616667,0,0.0,102.0,2903.0,0.0023,0.012,1.1,May,Windows,Mozilla Firefox,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,40.0,2715.0,0.017,0.079,0.0,Oct,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,17.0,648.0,0.0232,0.035,0.0,Nov,Android,Google Chrome,North America,Direct Traffic,Returning_Visitor,False,False
5.0,205.625,0,0.0,15.0,369.0,0.009,0.037,0.0,Dec,ChromeOS,Sogou Explorer,Northern Africa,Tik Tok ads,Other,False,False
0.0,0.0,0,0.0,7.0,127.0,0.0333,0.08,0.0,Nov,iOS,Safari,Asia,Youtube channel,Returning_Visitor,True,True
7.0,134.5,0,0.0,88.0,6391.0,0.0268,0.049,0.0,Nov,Windows,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,False,False
6.0,318.2,0,0.0,7.0,5.0,0.0,0.033,0.0,Jul,Windows,Google Chrome,Africa,Instagram ads,Returning_Visitor,False,True
8.0,,0,0.0,152.0,12257.0,0.0032,0.02,0.0,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
8.0,637.0666667,0,0.0,11.0,673.0,0.0,0.042,0.0,Dec,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,62.0,4509.0,0.0,0.014,5.7,Sep,iOS,Internet Explorer,North America,Google search,Returning_Visitor,False,False
2.0,206.1333333,2,78.1,49.0,,0.0177,0.022,16.1,Aug,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
,0.0,0,0.0,39.0,872.0,0.0,0.014,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
3.0,39.0,0,0.0,8.0,321.0,0.0,0.015,0.0,May,Windows,Google Chrome,North America,Google search,New_Visitor,True,False
1.0,37.5,0,0.0,81.0,1760.0,0.0172,0.035,5.8,Nov,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
3.0,86.83333333,1,0.0,12.0,285.0,0.0,0.011,0.0,Nov,Windows,Microsoft Edge,Asia,Google search,Returning_Visitor,True,False
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Nov,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,35.0,1406.0,0.0102,0.045,4.0,Oct,MACOS,Safari,South America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,5.0,242.0,0.0,0.025,0.0,Mar,MACOS,Safari,North America,Google search,New_Visitor,False,False
7.0,65.75,0,0.0,134.0,6899.0,0.0038,0.018,0.0,Nov,Windows,Google Chrome,Southern Africa,Google search,Returning_Visitor,True,False
12.0,444.5578111,1,287.0,58.0,3685.0,0.0034,0.019,40.6,Nov,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,True
11.0,1876.403333,2,59.325,45.0,2051.0,0.0095,0.037,0.0,Aug,MACOS,Safari,South America,Facebook ads,Returning_Visitor,False,False
7.0,332.675,3,125.25,166.0,8935.0,0.0054,0.019,10.1,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,2.0,12.0,0.0,0.04,0.0,Dec,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
0.0,,0,0.0,18.0,2005.0,0.1121,0.123,0.0,Nov,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
2.0,81.875,0,0.0,9.0,515.0,0.0,0.015,0.0,Dec,Windows,Opera,North America,Instagram ads,Returning_Visitor,False,False
1.0,28.2,0,0.0,26.0,1200.0,0.0127,0.017,3.3,Nov,MACOS,Google Chrome,North America,Google search,Returning_Visitor,True,True
0.0,0.0,0,0.0,21.0,2391.0,0.01,0.06,0.0,May,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,False,False
1.0,29.0,0,0.0,50.0,1867.0,0.0,0.038,14.8,Mar,MACOS,Safari,Northern Africa,Instagram ads,Returning_Visitor,False,True
0.0,0.0,1,6.0,54.0,2883.0,0.0,0.022,0.0,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
0.0,0.0,2,32.0,5.0,218.0,0.0,0.04,0.0,Mar,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
5.0,198.7333333,0,0.0,67.0,3490.0,0.0028,0.031,0.0,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
0.0,0.0,0,0.0,2.0,125.0,0.0,0.067,0.0,Dec,MACOS,Safari,Western Europe,Facebook ads,Returning_Visitor,True,False
9.0,375.8,0,0.0,34.0,1401.0,0.0,0.013,0.0,Jul,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,False,False
,0.0,0,0.0,21.0,1776.0,0.0118,0.029,0.0,Nov,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,3.0,70.0,0.1,0.167,0.0,May,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,False
5.0,222.7666667,0,0.0,6.0,91.0,0.0,0.02,0.0,Nov,Android,Google Chrome,Eastern Europe,Twitter,Returning_Visitor,False,False
1.0,3.0,1,229.0,148.0,8432.0,0.0042,0.013,0.0,Nov,Android,Google Chrome,North America,Twitter,Returning_Visitor,False,False
7.0,203.0,1,10.0,5.0,128.0,0.0,0.02,0.0,Mar,MACOS,Safari,Western Europe,Affiliate marketing,New_Visitor,True,False
2.0,107.9,0,0.0,45.0,2359.0,0.0105,0.044,0.0,June,Windows,Google Chrome,Southern Africa,Bing search,Returning_Visitor,False,False
0.0,,0,0.0,15.0,102.0,0.0229,0.033,0.0,Dec,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
,84.2,0,0.0,12.0,146.0,0.0,0.007,0.0,June,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
0.0,0.0,0,0.0,53.0,2678.0,0.0004,0.001,0.0,Dec,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
2.0,134.8,0,0.0,39.0,3101.0,0.0,0.008,0.0,Sep,Windows,Google Chrome,Eastern Europe,Google search,New_Visitor,False,False
1.0,0.0,5,250.0,71.0,2783.0,0.0038,0.013,0.0,May,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
4.0,133.0,2,30.0,7.0,369.0,0.0826,0.042,0.0,Nov,Android,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,False,False
4.0,55.38,0,0.0,2.0,48.0,0.0,0.0,0.0,Aug,iOS,Safari,North America,Instagram Page,New_Visitor,False,False
9.0,504.0122128,0,0.0,142.0,5471.0,0.003,0.013,22.2,May,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,True
0.0,0.0,1,14.0,39.0,1249.0,0.0,0.006,0.0,May,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,9.0,218.0,0.0151,0.067,0.0,May,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,False,False
1.0,2.0,2,138.5,21.0,1130.0,0.0,0.007,0.0,May,Windows,Google Chrome,North America,Bing search,New_Visitor,True,False
0.0,0.0,0,0.0,14.0,374.0,0.0231,0.04,0.0,June,MACOS,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,3.0,57.0,0.0,0.05,0.0,Dec,Android,Google Chrome,Eastern Europe,Google search,New_Visitor,False,False
0.0,0.0,0,0.0,28.0,432.0,0.0306,0.038,0.0,Nov,Android,Android,Eastern Europe,Twitter,Returning_Visitor,False,False
0.0,,0,0.0,20.0,383.0,0.0154,0.024,0.0,Nov,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,True,False
2.0,26.16666667,0,0.0,17.0,176.0,0.0,0.014,0.0,Sep,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
,324.9290059,4,101.5,48.0,2339.0,0.0,0.01,27.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,5.0,227.0,0.0,0.08,0.0,May,MACOS,Safari,North America,Google search,Returning_Visitor,True,False
6.0,264.8666667,0,0.0,13.0,351.0,0.0,0.022,0.0,Nov,Windows,Google Chrome,Northern Africa,Facebook ads,New_Visitor,False,False
3.0,73.25,0,0.0,,3263.0,0.0067,0.036,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,True
0.0,0.0,1,0.0,7.0,245.0,0.04,0.06,0.0,May,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
1.0,105.4,0,0.0,16.0,81.0,0.04,0.044,0.0,Oct,MACOS,Samsung Internet,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,,6.0,65.0,0.0,0.033,0.0,May,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
1.0,34.75,1,0.0,104.0,3685.0,0.0034,0.023,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
1.0,37.5,2,126.0,21.0,467.0,0.0163,0.039,0.0,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,19.0,2288.0,0.0,0.008,11.7,Oct,Windows,Google Chrome,North America,Google search,New_Visitor,True,True
,0.0,0,0.0,6.0,113.0,0.0,0.033,0.0,Aug,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
0.0,0.0,0,0.0,15.0,223.0,0.0,0.015,53.0,Aug,MACOS,Safari,North America,Google search,Returning_Visitor,False,True
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Dec,Android,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,7.0,82.0,0.0133,0.031,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
6.0,55.35,1,217.0,23.0,2450.0,0.0,0.038,17.3,Mar,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,True
11.0,1144.416667,4,132.0,125.0,21675.0,0.0078,0.017,2.5,May,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
2.0,170.5,0,0.0,28.0,1293.0,0.0,0.004,0.0,May,Android,Google Chrome,North America,Instagram ads,New_Visitor,False,False
5.0,55.5,0,0.0,40.0,,0.0077,0.017,20.7,Nov,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
3.0,46.5,0,,,2555.0,0.0,0.002,0.0,Nov,Windows,Opera,Asia,Google search,New_Visitor,False,False
0.0,0.0,0,0.0,2.0,,0.0,0.1,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
1.0,127.5,2,35.0,132.0,2611.0,0.0022,0.013,18.3,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,True
2.0,37.4,0,0.0,4.0,197.0,0.0,0.025,0.0,Oct,iOS,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
2.0,58.66666667,0,0.0,6.0,185.0,0.0222,0.054,0.0,May,Windows,Google Chrome,South America,Bing search,Returning_Visitor,False,False
3.0,242.1666667,1,11.0,23.0,2164.0,0.0182,0.035,0.0,Dec,Android,Google Chrome,North America,Youtube channel,Returning_Visitor,False,False
8.0,187.5,0,0.0,18.0,1093.0,0.0041,0.019,0.0,Dec,Windows,Google Chrome,Oceania,Facebook ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,6.0,467.0,0.0,0.05,0.0,May,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
5.0,213.05,5,125.0,16.0,450.0,0.0215,0.039,0.0,May,Windows,Microsoft Edge,North America,Bing search,Returning_Visitor,False,False
0.0,0.0,0,0.0,2.0,15.0,0.0,0.05,0.0,May,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
2.0,39.75,0,0.0,24.0,271.0,0.009,0.017,0.0,Nov,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,57.0,1695.0,0.0,0.014,0.0,Oct,Windows,Google Chrome,South America,Google search,Returning_Visitor,False,False
9.0,150.4922591,0,0.0,198.0,5699.0,0.0109,0.027,2.4,Aug,Windows,Mozilla Firefox,South America,Facebook ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Mar,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,3.0,71.0,0.0,0.05,0.0,Mar,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,False
1.0,,0,0.0,39.0,881.0,0.0,0.006,0.0,Mar,Windows,Google Chrome,Africa,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Dec,MACOS,Safari,North America,Affiliate marketing,Returning_Visitor,False,False
,135.75,1,0.0,52.0,3707.0,0.0,0.002,0.0,Nov,Windows,QQ,Oceania,Google search,Returning_Visitor,True,False
