,administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
7425,7,207.8,1,134.6,53,1008.0,0.0035,0.029,0.0,7,Windows,Microsoft Edge,Western Europe,Facebook ads,Returning_Visitor,0,0
7426,4,328.3333333,2,27.4,57,2749.0,0.0048,0.019,0.0,12,MACOS,Google Chrome,North America,Google search,New_Visitor,0,1
7427,15,341.5,0,0.0,1,1159.0,0.0008,0.015,19.0,5,Android,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,0,0
7428,4,193.7,1,28.5,13,338.0,0.0133,0.04,0.0,7,Android,Google Chrome,South America,Instagram Page,Returning_Visitor,0,0
7429,0,0.0,0,0.0,8,201.0,0.0,0.087,0.0,3,Windows,Google Chrome,Southern Africa,Instagram ads,Returning_Visitor,1,0
7430,0,0.0,0,0.0,7,78.0,0.0667,0.117,0.0,5,Windows,Google Chrome,North America,Twitter,Returning_Visitor,0,0
7431,0,0.0,0,0.0,8,591.0,0.1037,0.125,0.0,11,Windows,Microsoft Edge,Western Europe,Facebook ads,Returning_Visitor,0,0
7432,5,56.0,1,132.0,27,1290.0,0.0187,0.031,3.4,5,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,1,0
7433,3,198.5,0,0.0,6,527.0,0.0,0.013,0.0,9,Windows,Mozilla Firefox,Northern Africa,Instagram Page,Returning_Visitor,1,0
7434,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,11,MACOS,Safari,North America,Instagram ads,Returning_Visitor,0,0
7435,2,16.5,0,0.0,11,140.0,0.0,0.011,0.0,11,MACOS,Google Chrome,Asia,Google search,Returning_Visitor,1,0
7436,0,0.0,0,0.0,106,1500.0,0.0,0.007,0.0,8,Windows,Google Chrome,South America,Twitter,Returning_Visitor,0,0
7437,0,6.0,0,0.0,1,0.0,0.2,0.2,0.0,7,Windows,Mozilla Firefox,Africa,Google search,New_Visitor,0,0
7438,0,0.0,0,0.0,32,595.0,0.0593,0.075,0.0,5,Android,Google Chrome,Asia,Google search,Returning_Visitor,0,0
7439,1,4.0,0,0.0,4,76.0,0.04,0.1,0.0,7,Windows,Google Chrome,Western Europe,Direct Traffic,Returning_Visitor,0,0
7440,0,0.0,0,0.0,3,75.0,0.1133,0.12,0.0,3,MACOS,Safari,North America,Instagram ads,Returning_Visitor,1,0
7441,1,99.0,0,0.0,32,1233.0,0.0,0.055,0.0,3,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,0,0
7442,1,24.0,1,45.0,11,282.0,0.0,0.023,0.0,3,Windows,Google Chrome,North America,Affiliate marketing,Returning_Visitor,0,0
7443,0,0.0,0,0.0,8,186.0,0.1,0.15,0.0,3,MACOS,Safari,South America,Google search,Returning_Visitor,0,0
7444,4,892.8766196,4,59.5,13,1605.0,0.0303,0.042,0.0,12,MACOS,Undetermined,North America,Youtube channel,Returning_Visitor,1,0
7445,0,0.0,0,0.0,3,38.0,0.05,0.15,0.0,8,Windows,Google Chrome,South America,Instagram ads,Returning_Visitor,0,0
7446,4,372.5,0,0.0,56,1073.0,0.0042,0.018,0.0,12,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,1,0
7447,2,394.0,0,0.0,9,350.0,0.0,0.011,0.0,11,iOS,Google Chrome,Eastern Europe,Google search,Returning_Visitor,0,0
7448,0,0.0,0,0.0,5,186.0,0.02,0.04,0.0,5,Android,Google Chrome,South America,Facebook ads,Returning_Visitor,0,0
7449,8,111.0424595,3,334.5,1,649.0,0.0174,0.036,0.0,11,Android,Google Chrome,South America,Google search,Returning_Visitor,0,0
7450,0,0.0,2,79.7,13,410.0,0.0,0.007,0.0,9,Android,Google Chrome,Eastern Europe,Bing search,New_Visitor,0,0
7451,1,4.0,0,0.0,63,830.0,0.0,0.007,0.0,2,Android,Google Chrome,Asia,Google search,Returning_Visitor,0,0
7452,7,151.3333333,1,13.0,23,549.0,0.0,0.008,7.5,10,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,0,0
7453,0,0.0,1,6.0,19,726.0,0.0,0.01,0.0,12,ChromeOS,Google Chrome,Oceania,Google search,New_Visitor,0,0
7454,0,0.0,0,0.0,17,1694.0,0.0,0.02,0.0,12,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
7455,0,0.0,1,0.0,33,896.0,0.0009,0.017,0.0,11,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
7456,16,445.1549258,9,348.0833333,125,6544.0,0.0067,0.017,58.2,3,Android,Google Chrome,North America,Google search,Returning_Visitor,0,1
7457,7,212.75,1,0.0,84,3132.0,0.0,0.009,66.9,11,Windows,Internet Explorer,Africa,Instagram ads,Returning_Visitor,0,1
7458,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,2,MACOS,Safari,Asia,Google search,Returning_Visitor,0,0
7459,0,0.0,0,0.0,28,900.0,0.0,0.004,0.0,10,Windows,Google Chrome,Africa,Bing search,Returning_Visitor,0,0
7460,0,0.0,0,0.0,12,2069.0,0.0043,0.026,0.0,12,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
7461,3,92.5,0,0.0,22,586.0,0.0,0.001,0.0,12,Windows,Google Chrome,North America,Google search,New_Visitor,0,0
7462,1,91.0,0,0.0,19,481.0,0.0,0.004,0.0,3,MACOS,Safari,Western Europe,Affiliate marketing,Returning_Visitor,0,0
7463,0,0.0,0,0.0,11,302.0,0.0,0.019,0.0,6,Android,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,0,0
7464,6,148.5006,0,0.0,15,232.0,0.0,0.014,0.0,9,Android,Google Chrome,Asia,Google search,New_Visitor,1,0
7465,0,0.0,0,0.0,15,312.0,0.0,0.002,0.0,11,MACOS,Safari,North America,Google search,Returning_Visitor,0,0
7466,1,3.0,0,0.0,26,2097.0,0.0,0.02,0.0,5,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,0,0
7467,6,322.2,0,0.0,5,35.0,0.0,0.04,0.0,11,Android,Google Chrome,Western Europe,Google search,New_Visitor,0,1
7468,0,0.0,0,0.0,6,128.0,0.0,0.075,0.0,3,Windows,Google Chrome,North America,Yahoo Search,Returning_Visitor,1,0
7469,0,6.0,0,0.0,17,1469.0,0.0179,0.064,0.0,11,Windows,Microsoft Edge,North America,Facebook ads,Returning_Visitor,0,0
7470,0,0.0,0,0.0,25,1184.0,0.0095,0.029,0.0,5,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
7471,0,0.0,0,0.0,10,179.0,0.0,0.02,8.4,10,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,1
7472,0,131.08,1,9.0,40,1316.0,0.0,0.01,32.9,5,Windows,Google Chrome,Africa,Bing search,Returning_Visitor,1,0
7473,4,22.66428274,4,116.6666667,40,2326.0,0.0156,0.047,0.0,9,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
7474,0,0.0,0,0.0,10,239.0,0.1133,0.12,0.0,11,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
7475,0,0.0,0,0.0,21,1845.0,0.0063,0.026,0.0,12,MACOS,Safari,North America,Google search,New_Visitor,1,0
7476,2,111.4666667,0,0.0,63,961.0,0.0,0.015,8.7,12,Windows,Microsoft Edge,Southern Africa,Facebook ads,Returning_Visitor,0,0
7477,0,0.0,0,0.0,5,309.0,0.0,0.014,10.0,9,Windows,Google Chrome,North America,Google search,New_Visitor,0,1
7478,4,29.7,4,28.33333333,8,145.0,0.0461,0.037,0.0,7,Windows,Google Chrome,North America,Google search,New_Visitor,0,1
7479,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,12,Windows,Google Chrome,Eastern Europe,Facebook ads,Other,0,0
7480,0,0.0,0,0.0,15,418.0,0.0,0.008,41.5,3,Windows,Google Chrome,North America,Google search,New_Visitor,1,1
7481,0,6.0,0,0.0,2,700.0,0.0,0.033,0.0,12,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,0,0
7482,0,6.0,0,0.0,1,1063.0,0.0062,0.026,0.0,8,MACOS,Safari,Eastern Europe,Bing search,Returning_Visitor,0,0
7483,0,0.0,3,176.5,130,7002.0,0.0225,0.036,0.0,12,Android,Google Chrome,Asia,Google search,Returning_Visitor,0,0
7484,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,5,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
7485,0,0.0,0,0.0,4,297.0,0.0667,0.133,0.0,5,MACOS,Safari,Asia,Facebook ads,Returning_Visitor,0,0
7486,0,0.0,0,0.0,23,522.0,0.02,0.028,0.0,11,Android,Google Chrome,Oceania,Youtube ads,Returning_Visitor,0,0
7487,0,6.0,0,0.0,15,246.0,0.0111,0.047,0.0,3,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,0,0
7488,0,0.0,0,0.0,20,654.0,0.0235,0.074,0.0,3,Windows,Google Chrome,South America,Google search,Returning_Visitor,0,0
7489,0,0.0,0,0.0,1,40.0,0.0,0.1,0.0,3,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,1,0
7490,0,0.0,0,0.0,28,1150.0,0.0042,0.028,0.0,12,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
7491,2,17.5,0,0.0,13,628.0,0.0,0.036,0.0,5,Android,Google Chrome,Asia,Bing search,New_Visitor,0,0
7492,0,0.0,0,0.0,9,127.0,0.0,0.03,0.0,5,Windows,Google Chrome,Southern Africa,Google search,Returning_Visitor,0,0
7493,3,73.83333333,1,15.15,30,361.0,0.0,0.016,0.0,9,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
7494,2,821.5,0,0.0,19,703.0,0.0219,0.041,0.0,9,Android,Google Chrome,North America,Bing search,Returning_Visitor,0,0
7495,2,47.6,0,0.0,10,249.0,0.0,0.031,0.0,10,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
7496,0,0.0,0,0.0,18,843.0,0.0,0.023,0.0,11,Windows,Microsoft Edge,North America,Direct Traffic,Returning_Visitor,1,0
7497,3,6.0,1,127.5,23,1218.0,0.0,0.017,5.9,11,Windows,Google Chrome,Asia,Direct Traffic,Returning_Visitor,1,0
7498,0,0.0,0,0.0,4,109.0,0.0,0.022,0.0,12,MACOS,Safari,North America,Google search,Returning_Visitor,0,0
7499,2,89.0,0,0.0,13,263.0,0.0,0.026,0.0,11,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
7500,0,0.0,0,0.0,4,47.0,0.0,0.052,0.0,11,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
7501,0,0.0,0,0.0,5,12.0,0.0783,0.16,0.0,5,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
7502,0,0.0,0,0.0,16,339.0,0.0249,0.025,0.0,12,Android,Google Chrome,Oceania,Direct Traffic,Returning_Visitor,0,0
7503,0,0.0,1,33.5,13,1953.0,0.0187,0.036,27.0,11,Windows,Google Chrome,North America,Google search,Returning_Visitor,1,0
7504,3,43.0,0,0.0,1,284.0,0.0,0.011,0.0,12,Windows,Microsoft Edge,Asia,Youtube channel,Returning_Visitor,0,0
7505,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,6,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
7506,3,7.0,2,26.5,81,2690.0,0.0,0.014,0.0,12,Windows,Google Chrome,North America,Google search,New_Visitor,0,0
7507,0,0.0,0,0.0,5,56.0,0.0,0.048,0.0,5,MACOS,Safari,North America,Instagram ads,New_Visitor,0,0
7508,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,12,ChromeOS,Sogou Explorer,Northern Africa,Tik Tok ads,Other,0,0
7509,5,71.0,0,0.0,0,0.0,0.0,0.05,0.0,3,Android,Google Chrome,Asia,Yahoo Search,New_Visitor,1,0
7510,0,6.0,0,0.0,1,586.0,0.2,0.2,0.0,11,MACOS,Safari,Oceania,Google search,Returning_Visitor,0,0
7511,6,85.73833333,2,5.0,52,2489.0,0.005,0.027,23.2,12,Android,Google Chrome,Oceania,Facebook ads,Returning_Visitor,0,0
7512,3,53.0,0,0.0,16,552.0,0.0105,0.029,0.0,5,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
7513,2,17.0,2,148.0,38,586.0,0.0161,0.033,10.9,5,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,0,1
7514,7,72.41666667,0,0.0,10,1276.0,0.0,0.04,0.0,12,Windows,Google Chrome,Oceania,Google search,Returning_Visitor,0,0
7515,0,0.0,0,0.0,11,122.0,0.0105,0.034,0.0,5,Windows,Google Chrome,Northern Africa,Bing search,Returning_Visitor,0,0
7516,5,6.0,0,0.0,18,716.0,0.0,0.014,0.0,3,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,1,0
7517,0,0.0,0,0.0,303,2839.0,0.0039,0.012,0.0,11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
7518,0,0.0,0,0.0,10,700.0,0.0,0.0,0.0,3,Windows,Google Chrome,North America,Youtube channel,Returning_Visitor,0,0
7519,4,40.25,0,0.0,24,888.0,0.0,0.03,0.0,12,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
7520,5,458.5833333,2,125.3,48,845.0,0.0143,0.024,6.2,12,Windows,Microsoft Edge,South America,Google search,Returning_Visitor,0,0
7521,2,56.5,0,0.0,16,223.0,0.0,0.045,0.0,11,ChromeOS,Google Chrome,Oceania,Instagram ads,Returning_Visitor,1,0
7522,10,6.0,5,32.0,84,3823.0,0.0018,0.019,0.0,5,iOS,Safari,Africa,Twitter,Returning_Visitor,0,0
7523,0,0.0,0,0.0,3,90.0,0.0,0.1,0.0,5,iOS,Safari,North America,Facebook ads,Returning_Visitor,0,0
7524,0,0.0,0,0.0,25,124.0,0.0115,0.008,0.0,7,Android,Google Chrome,Eastern Europe,Tik Tok page,Returning_Visitor,1,0
7525,3,214.0,0,0.0,19,596.0,0.0,0.023,0.0,11,Windows,Mozilla Firefox,Western Europe,Google search,New_Visitor,1,0
7526,0,0.0,0,0.0,22,410.0,0.0354,0.057,0.0,3,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,0,0
7527,3,30.5,0,0.0,14,900.0,0.0294,0.047,0.0,3,Windows,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,0,0
7528,9,6.0,1,27.66666667,1,2785.0,0.0026,0.023,12.9,5,Windows,Google Chrome,North America,Twitter,Returning_Visitor,1,0
7529,0,0.0,0,0.0,13,98.0,0.1111,0.162,0.0,3,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
7530,1,18.0,0,0.0,16,798.0,0.0,0.014,0.0,7,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,0,0
7531,0,75.6,0,0.0,27,586.0,0.0264,0.059,0.0,8,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,1,0
7532,0,0.0,0,0.0,7,216.0,0.0521,0.067,0.0,11,Android,Google Chrome,North America,Google search,Returning_Visitor,0,0
7533,14,1021.090909,0,0.0,306,4666.0,0.0054,0.012,0.0,11,Windows,Google Chrome,Asia,Google search,Returning_Visitor,0,1
7534,5,36.2,0,0.0,44,1010.0,0.0,0.003,22.8,10,Windows,Google Chrome,South America,Google search,Returning_Visitor,0,0
7535,3,63.5,0,0.0,9,513.0,0.0,0.013,0.0,3,Windows,Internet Explorer,Eastern Europe,Instagram ads,Returning_Visitor,0,0
7536,7,119.1666667,0,0.0,23,1675.0,0.0067,0.011,0.0,12,Windows,Google Chrome,Asia,Google search,New_Visitor,0,0
7537,0,0.0,0,0.0,5,52.0,0.04,0.075,0.0,5,Android,Google Chrome,North America,Bing search,Returning_Visitor,0,0
7538,2,146.25,0,0.0,6,176.0,0.0125,0.028,0.0,11,MACOS,Google Chrome,Asia,Twitter,Returning_Visitor,0,0
7539,3,47.5,0,0.0,12,256.0,0.0286,0.059,0.0,8,Android,Google Chrome,Eastern Europe,Twitter,Returning_Visitor,0,0
7540,0,0.0,0,0.0,5,387.0,0.0,0.073,0.0,5,Windows,Mozilla Firefox,Western Europe,Instagram ads,Returning_Visitor,0,0
7541,5,35.0,0,0.0,30,820.0,0.0108,0.022,0.0,12,MACOS,Safari,Oceania,Affiliate marketing,Returning_Visitor,1,0
7542,0,0.0,0,0.0,59,2790.0,0.0244,0.04,0.0,12,MACOS,Safari,Northern Africa,Instagram ads,Returning_Visitor,0,0
7543,6,44.83333333,2,84.98333333,107,3577.0,0.0029,0.019,2.8,5,iOS,Safari,Asia,Facebook ads,Returning_Visitor,0,1
7544,0,0.0,0,0.0,8,105.0,0.0,0.01,0.0,5,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
7545,10,141.75,0,0.0,49,2940.0,0.0,0.011,0.0,11,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
7546,0,0.0,0,0.0,25,538.0,0.0,0.004,0.0,3,Windows,Google Chrome,Africa,Google search,Returning_Visitor,0,0
7547,9,180.1869151,0,0.0,13,216.0,0.0194,0.022,0.0,12,MACOS,Google Chrome,Western Europe,Google search,New_Visitor,1,0
7548,0,0.0,2,11.0,22,971.0,0.0416,0.073,0.0,11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
7549,12,297.5828282,5,1691.475,156,2257.0,0.0022,0.028,2.6,11,Windows,Google Chrome,South America,Google search,Returning_Visitor,0,0
7550,0,0.0,0,0.0,13,289.0,0.0,0.027,0.0,11,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,0,0
7551,3,56.0,0,0.0,20,1506.0,0.0,0.017,0.0,11,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,1,0
7552,3,502.0,0,0.0,2,98.0,0.0,0.04,0.0,5,Windows,Google Chrome,South America,Bing search,Returning_Visitor,0,0
7553,1,72.5,0,0.0,6,2.0,0.0,0.067,0.0,11,MACOS,Safari,North America,Tik Tok ads,Returning_Visitor,0,1
7554,0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,5,MACOS,Safari,Eastern Europe,Google search,Returning_Visitor,0,0
7555,4,59.6,0,0.0,7,268.0,0.0122,0.045,0.0,10,MACOS,Safari,North America,Google search,Returning_Visitor,1,1
7556,3,96.0,0,0.0,9,488.0,0.0,0.013,0.0,12,Windows,Mozilla Firefox,Oceania,Instagram ads,Returning_Visitor,0,0
7557,7,78.6,0,0.0,29,769.0,0.005,0.013,17.9,10,Windows,Google Chrome,Asia,Google search,New_Visitor,0,1
7558,0,0.0,0,0.0,23,617.0,0.029,0.023,0.0,12,Android,Google Chrome,Oceania,Google search,Returning_Visitor,1,0
7559,0,0.0,0,0.0,6,12.0,0.0,0.033,0.0,3,iOS,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,1,0
7560,6,824.0,0,0.0,37,803.0,0.0153,0.042,0.0,5,Windows,Microsoft Edge,North America,Facebook ads,Returning_Visitor,0,0
7561,5,37.21666667,1,100.22,28,324.0,0.0182,0.025,0.0,11,MACOS,Safari,Asia,Bing search,Returning_Visitor,0,0
7562,1,54.0,0,0.0,2,112.0,0.0,0.05,0.0,3,Windows,Google Chrome,Southern Africa,Affiliate marketing,Returning_Visitor,0,0
7563,2,67.3,0,0.0,66,2730.0,0.0136,0.032,0.0,7,Windows,Opera,Africa,Google search,Returning_Visitor,0,0
7564,4,74.0,1,203.0,177,7588.0,0.0019,0.012,0.0,11,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
7565,5,449.7,0,0.0,1,96.0,0.0143,0.047,0.0,10,Android,Google Chrome,Africa,Bing search,Returning_Visitor,0,0
7566,0,6.0,4,256.375,26,504.0,0.0073,0.029,0.0,11,MACOS,Safari,Asia,Google search,Returning_Visitor,0,0
7567,3,38.0,0,0.0,7,115.0,0.0,0.017,0.0,11,Windows,Google Chrome,Oceania,Google search,Returning_Visitor,0,0
7568,2,6.6,0,0.0,6,139.0,0.0,0.01,0.0,9,MACOS,Google Chrome,South America,Facebook ads,New_Visitor,0,0
7569,0,0.0,0,0.0,2,18.0,0.0,0.067,0.0,3,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,0,0
7570,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,11,Android,Google Chrome,Northern Africa,Affiliate marketing,Returning_Visitor,1,0
7571,0,0.0,0,0.0,7,252.0,0.0,0.038,58.9,7,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,0,1
7572,11,298.6066667,0,0.0,43,979.0,0.005,0.011,0.0,9,Android,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,0,0
7573,1,70.5,0,0.0,31,951.0,0.0,0.004,0.0,9,Windows,Google Chrome,North America,Google search,Returning_Visitor,1,0
7574,5,68.75,0,0.0,1,1063.0,0.0194,0.019,0.0,12,MACOS,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
7575,0,0.0,0,0.0,3,16.0,0.0,0.033,0.0,11,Android,Google Chrome,North America,Direct Traffic,Returning_Visitor,1,0
7576,0,0.0,0,0.0,3,779.0,0.0,0.02,0.0,5,Android,Google Chrome,Southern Africa,Instagram ads,Returning_Visitor,0,0
7577,1,36.8,0,0.0,15,335.0,0.02,0.035,0.0,6,MACOS,Safari,Oceania,Google search,Returning_Visitor,0,0
7578,0,0.0,1,17.0,11,814.0,0.0,0.013,0.0,3,Windows,Mozilla Firefox,Eastern Europe,Facebook ads,Returning_Visitor,0,0
7579,0,0.0,0,0.0,11,379.0,0.0,0.02,0.0,11,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
7580,0,6.0,3,90.0,36,663.0,0.0,0.032,0.0,8,Windows,Google Chrome,North America,Twitter,Returning_Visitor,0,0
7581,0,0.0,0,0.0,15,617.0,0.0174,0.036,30.4,5,MACOS,Safari,Africa,Instagram ads,Returning_Visitor,1,0
7582,0,0.0,0,0.0,28,678.0,0.0097,0.042,0.0,5,Windows,Mozilla Firefox,North America,Youtube ads,Returning_Visitor,0,0
7583,0,0.0,0,0.0,2,48.0,0.1,0.167,0.0,5,MACOS,Safari,North America,Instagram ads,Returning_Visitor,0,0
7584,2,29.0,0,0.0,25,700.0,0.0,0.006,0.0,3,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
7585,1,0.0,0,0.0,1,0.0,0.2,0.2,0.0,12,Android,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,1,0
7586,11,484.0833333,2,56.66666667,233,7406.0,0.0029,0.011,11.1,11,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
7587,3,28.0,0,0.0,6,30.0,0.0,0.0,0.0,8,MACOS,Safari,North America,Affiliate marketing,Returning_Visitor,1,0
7588,4,92.20885143,0,0.0,234,10137.0,0.0003,0.003,8.8,11,MACOS,Safari,North America,Google search,Returning_Visitor,0,0
7589,0,0.0,0,0.0,11,295.0,0.025,0.058,0.0,11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
7590,1,6.0,0,0.0,129,2001.0,0.0031,0.009,0.0,11,MACOS,Safari,Western Europe,Google search,Returning_Visitor,1,1
7591,1,39.5,0,0.0,11,270.0,0.0,0.013,0.0,10,Android,Google Chrome,Africa,Bing search,Returning_Visitor,1,0
7592,0,6.0,2,62.0,39,880.0,0.0134,0.026,0.0,5,Android,Google Chrome,Western Europe,Bing search,Returning_Visitor,0,0
7593,0,0.0,0,0.0,5,27.0,0.025,0.067,0.0,12,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
7594,5,113.0,0,0.0,5,181.0,0.05,0.12,0.0,3,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
7595,0,0.0,0,0.0,2,586.0,0.0,0.067,0.0,5,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
7596,3,229.0,1,142.0,28,877.0,0.0054,0.018,0.0,5,MACOS,Safari,Asia,Bing search,Returning_Visitor,1,0
7597,0,0.0,2,15.0,145,3786.0,0.0099,0.025,0.0,5,Windows,Google Chrome,Africa,Bing search,Returning_Visitor,1,0
7598,1,20.0,0,0.0,44,1708.0,0.0,0.009,5.5,9,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
7599,10,287.121717,1,0.0,228,7748.0,0.0015,0.012,16.1,11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,1
7600,0,6.0,0,0.0,31,1117.0,0.0106,0.038,0.0,11,Windows,Internet Explorer,North America,Tik Tok ads,Returning_Visitor,0,0
7601,0,59.0,1,141.0,9,448.0,0.0,0.022,0.0,3,MACOS,Safari,South America,Google search,Returning_Visitor,0,0
7602,9,259.941303,3,641.1166667,37,860.0,0.0129,0.036,9.8,7,Windows,Google Chrome,Africa,Google search,Returning_Visitor,1,1
7603,2,70.0,0,0.0,0,72.0,0.0,0.067,0.0,5,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,0,0
7604,3,6.0,0,0.0,2,28.0,0.0,0.04,0.0,5,MACOS,Safari,Western Europe,Bing search,Returning_Visitor,0,0
7605,5,6.0,1,18.0,31,1354.0,0.0061,0.006,0.0,12,Android,Google Chrome,Western Europe,Youtube channel,New_Visitor,0,0
7606,4,126.0,0,0.0,48,2653.0,0.003,0.011,13.2,5,MACOS,Safari,Western Europe,Google search,Returning_Visitor,0,0
7607,0,0.0,0,0.0,7,1120.0,0.0,0.012,54.4,3,Android,Google Chrome,Asia,Youtube channel,New_Visitor,1,1
7608,1,245.5,0,0.0,21,1869.0,0.0,0.006,0.0,12,MACOS,Safari,North America,Youtube channel,Returning_Visitor,0,0
7609,1,25.2,1,73.0,12,691.0,0.0,0.01,78.3,11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
7610,5,863.7666667,3,90.3,130,7105.0,0.0214,0.031,5.8,10,Windows,Google Chrome,North America,Twitter,Returning_Visitor,0,1
7611,2,10.4,0,0.0,10,942.0,0.0,0.022,0.0,10,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
7612,0,0.0,0,0.0,19,2200.0,0.018,0.032,0.0,11,Windows,QQ,Eastern Europe,Affiliate marketing,Returning_Visitor,0,0
7613,1,43.5,0,0.0,1,586.0,0.0,0.013,0.0,12,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,0,0
7614,0,0.0,0,0.0,29,1207.0,0.0,0.007,0.0,11,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,0,0
7615,3,66.5,0,0.0,4,83.0,0.0,0.02,0.0,11,MACOS,Safari,North America,Youtube channel,Returning_Visitor,1,0
7616,4,275.0,0,0.0,30,900.0,0.0,0.005,0.0,12,MACOS,Safari,South America,Instagram ads,Returning_Visitor,0,0
7617,4,88.0,0,0.0,0,9.0,0.0,0.05,0.0,5,Windows,Google Chrome,North America,Tik Tok page,New_Visitor,0,0
7618,0,0.0,0,0.0,16,2317.0,0.0252,0.04,0.0,12,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
7619,1,98.6,3,506.6,32,725.0,0.0051,0.001,32.6,10,Windows,Mozilla Firefox,North America,Instagram Page,New_Visitor,1,1
7620,2,53.0,0,0.0,9,197.0,0.025,0.046,0.0,5,Windows,Google Chrome,Asia,Affiliate marketing,Returning_Visitor,0,0
7621,3,71.4,0,0.0,17,257.0,0.0125,0.034,5.7,12,Windows,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,0,0
7622,4,91.6,0,0.0,1,465.0,0.0,0.014,0.0,10,Windows,Microsoft Edge,Eastern Europe,Instagram ads,Returning_Visitor,0,0
7623,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,11,Android,Google Chrome,Asia,Tik Tok ads,Returning_Visitor,0,0
